User ID,Timestamp,Age,Gender,Location,Languages Spoken,Class 10 Percentage,Class 12 Percentage,Class 12 Stream,Graduate Major,Graduate CGPA,PG Major,PG CGPA,Highest Education,Academic Consistency,Technical Skills,Tech Skill Proficiency,Soft Skills,Soft Skill Proficiency,Skill Embedding,Courses Completed,Avg Course Difficulty,Total Hours Learning,Course Keywords,Project Count,Avg Project Complexity,Project Keywords,Experience Months,Experience Types,Job Level,Work Keywords,Interest STEM,Interest Business,Interest Arts,Interest Design,Interest Medical,Interest Social Science,Career Preference,Work Preference,Preferred Industries,Preferred Roles,Conscientiousness,Extraversion,Openness,Agreeableness,Emotional Stability,Current Status,Target Job Role
6019cace-9dbc-497c-a9bd-05282d1dfa13,2025-10-14 06:18:52.892422,20,Other,Delhi,"Bengali, Hindi, Malayalam, Kannada",83.24,67.81,Arts,BBA,7.65,MCA,6.35,BCom,0.71,"Python, JavaScript",0.6,"Communication, Teamwork",7.6,auto,27,4,379,Course list,3,1,Project description,1,"Full-time, Part-time",Entry Level,Work detail,0.8,0.9,0.5,0.9,0.5,0.2,Technical,"Office, Remote","E-commerce, Retail, Finance",AI Engineer,5,5,2,5,1,Student,AI Engineer
19d07416-834b-4223-b92e-7f2ec80b58a3,2025-11-15 06:18:52.892505,23,Male,Guwahati,"Kannada, Hindi",74.11,93.01,Commerce,BCom,8.16,MBA,7.2,MBA,0.68,"Python, JavaScript",0.6,"Communication, Teamwork",9.1,auto,30,5,221,Course list,2,3,Project description,1,"Freelance, Full-time",Entry Level,Work detail,0.9,0.9,0.2,0.2,0.5,0.9,Creative,"Flexible, Office","Healthcare, E-commerce, Finance, Retail",AI Engineer,5,4,1,3,2,Student,AI Engineer
112c7dc3-51e7-4bd1-837b-e7379b5f8056,2024-12-20 06:18:52.892591,25,Male,Patna,"English, Punjabi, Bengali",90.52,70.3,Science,BBA,8.83,None,0.0,BA,0.54,"Python, JavaScript",0.8,"Creativity, Adaptability",6.1,auto,29,5,262,Course list,0,3,Project description,2,"Full-time, Internship",Entry Level,Work detail,0.3,0.2,0.0,0.3,0.2,0.9,Other,"Hybrid, Flexible","Technology, Retail",Project Manager,1,4,5,5,2,Student,Project Manager
a5b92e06-a281-48c7-ae8c-04b53dae670b,2025-09-15 06:18:52.892673,24,Male,Ahmedabad,"Marathi, Gujarati, Tamil, Malayalam",70.52,87.29,Science,BBA,9.27,MTech,8.55,BSc,0.86,"AWS, Docker",0.9,"Leadership, Problem Solving",9.0,auto,15,3,417,Course list,4,5,Project description,23,"Freelance, Internship",Entry Level,Work detail,0.8,0.4,0.7,0.5,0.1,0.1,Creative,"Flexible, Office","Finance, Healthcare, Retail, Technology",Frontend Developer,5,5,2,3,5,Student,Frontend Developer
99e36ca2-427b-4350-940f-4d97532c3990,2025-08-17 06:18:52.892761,37,Female,Patna,"Punjabi, Hindi, Bengali",74.23,61.47,Arts,BCA,7.0,MTech,6.46,MTech,0.97,"TensorFlow, PyTorch",0.7,"Creativity, Adaptability",5.7,auto,30,5,381,Course list,10,4,Project description,138,Full-time,Senior Level,Work detail,0.6,0.1,0.4,0.0,0.9,0.1,Other,"Office, Remote","E-commerce, Healthcare, Finance, Technology",Project Manager,1,3,1,3,2,Working Professional,Project Manager
31bc2af5-5fc8-492c-bc4b-ebf54facd3a0,2024-11-21 06:18:52.892856,49,Male,Kolkata,Punjabi,81.02,87.87,Arts,BSc Physics,7.79,MSc,7.71,ME,0.65,"TensorFlow, PyTorch",0.4,"Leadership, Problem Solving",9.0,auto,20,5,326,Course list,12,5,Project description,188,"Part-time, Freelance",Senior Level,Work detail,0.1,0.9,0.4,0.8,0.3,0.5,Creative,"Flexible, Office","Consulting, Retail",Backend Developer,2,1,5,2,2,Working Professional,Backend Developer
a2b99380-871f-4788-97cf-4090218239a3,2025-04-11 06:18:52.892935,45,Other,Bengaluru,Bengali,81.12,70.83,Science,BSc Math,9.35,MBA,6.93,BCom,0.66,"SQL, MongoDB",0.4,"Creativity, Adaptability",7.3,auto,4,2,285,Course list,8,5,Project description,196,"Internship, Freelance",Senior Level,Work detail,0.8,0.3,0.7,1.0,0.9,0.6,Business,"Remote, Flexible","Technology, Finance, Consulting",AI Engineer,1,5,2,1,5,Working Professional,AI Engineer
39450166-5175-45fd-94ff-3f9fd0d644b3,2024-12-16 06:18:52.893018,21,Other,Hyderabad,"Telugu, Marathi",81.66,62.19,Science,BTech CSE,6.77,MSc,7.88,BCA,0.45,"React, Node.js",0.7,"Communication, Teamwork",10.0,auto,2,5,90,Course list,3,1,Project description,15,Freelance,Entry Level,Work detail,0.8,0.7,0.9,0.9,0.9,0.1,Technical,Remote,"Technology, Finance",Frontend Developer,1,2,5,3,2,Student,Frontend Developer
c64b21df-4309-4f88-b4aa-660a49d80261,2024-12-17 06:18:52.893125,35,Other,Bhopal,"Marathi, Gujarati, Malayalam, English",81.71,63.05,Arts,BSc Math,9.0,MBA,6.92,MBA,0.69,"TensorFlow, PyTorch",0.9,"Creativity, Adaptability",5.7,auto,3,5,29,Course list,12,2,Project description,91,Internship,Senior Level,Work detail,0.0,0.5,0.9,0.4,0.5,0.9,Business,Remote,"Retail, E-commerce",Software Engineer,5,1,4,2,4,Working Professional,Software Engineer
a6fbd8b5-9fc8-4183-af2f-4624f4539e84,2025-04-17 06:18:52.893205,32,Other,Nagpur,"Marathi, Telugu",92.27,76.35,Arts,BCA,9.3,MSc,9.6,BSc,0.79,"SQL, MongoDB",0.4,"Communication, Teamwork",7.6,auto,18,1,120,Course list,9,4,Project description,74,Internship,Mid Level,Work detail,0.8,0.1,0.8,0.9,0.8,0.3,Technical,"Hybrid, Office","Healthcare, Manufacturing, Retail, Consulting",Data Analyst,2,2,5,1,3,Working Professional,Data Analyst
418a386d-f781-450e-ae34-ad598f6b9a05,2025-05-17 06:18:52.893429,18,Female,Bhopal,"Tamil, Punjabi, Malayalam",83.02,94.54,Commerce,BCA,7.77,MCA,6.37,BA,0.93,"AWS, Docker",0.7,"Creativity, Adaptability",8.3,auto,27,1,386,Course list,2,3,Project description,13,"Internship, Part-time",Entry Level,Work detail,0.1,0.1,0.8,0.2,1.0,0.3,Other,Office,Retail,Project Manager,4,3,2,4,3,Student,Project Manager
667f85e0-9d6c-4d80-8afb-f0ea7d9bb94d,2025-04-08 06:18:52.893544,26,Other,Delhi,"Punjabi, Kannada",57.93,72.57,Arts,BA English,7.84,None,0.0,BA,0.83,"Python, JavaScript",0.7,"Communication, Teamwork",6.6,auto,17,4,163,Course list,1,2,Project description,24,Internship,Mid Level,Work detail,0.7,0.6,0.2,0.2,0.4,0.9,Other,Flexible,"Retail, Finance",Project Manager,3,1,5,3,5,Student,Project Manager
0df9354d-0ae9-45da-9080-a0841a1952a0,2025-03-24 06:18:52.893615,19,Other,Nagpur,"Kannada, Telugu",82.14,86.18,Science,BSc Physics,7.31,None,0.0,MBA,0.45,"React, Node.js",0.4,"Creativity, Adaptability",7.6,auto,1,1,85,Course list,7,5,Project description,7,"Freelance, Part-time",Entry Level,Work detail,0.5,0.3,0.7,0.1,0.1,0.3,Business,"Remote, Flexible","Technology, Healthcare, Retail",Backend Developer,5,2,4,2,4,Student,Backend Developer
84af08ca-bf20-462d-9f7c-24e5b64eb268,2025-07-09 06:18:52.893682,18,Female,Nagpur,Bengali,87.12,67.7,Arts,BBA,8.5,None,0.0,BTech,0.97,"Python, JavaScript",0.7,"Communication, Teamwork",7.4,auto,28,1,21,Course list,10,3,Project description,23,Part-time,Entry Level,Work detail,0.9,0.4,0.8,0.2,0.7,0.2,Business,"Hybrid, Remote","Manufacturing, Technology, Finance",Software Engineer,3,2,3,2,3,Student,Software Engineer
da2da202-ce82-4b69-a7da-9f99caf8e60a,2025-08-27 06:18:52.893778,29,Other,Delhi,Malayalam,92.14,82.97,Arts,BTech CSE,7.12,MSc,7.62,MSc,0.5,"TensorFlow, PyTorch",0.5,"Creativity, Adaptability",6.5,auto,22,1,85,Course list,4,5,Project description,74,"Internship, Part-time",Mid Level,Work detail,0.8,0.1,0.8,0.9,0.6,0.0,Creative,"Hybrid, Flexible","Retail, Manufacturing",Backend Developer,5,5,4,3,2,Working Professional,Backend Developer
6809961f-87fb-4bb7-9bdf-6a04dcbbd9e4,2025-10-18 06:18:52.893877,21,Male,Bhopal,"Hindi, Gujarati, Marathi, Telugu",55.04,78.86,Science,BBA,9.52,MTech,7.1,MCA,0.68,"TensorFlow, PyTorch",0.9,"Communication, Teamwork",9.8,auto,17,5,332,Course list,8,2,Project description,16,"Internship, Freelance",Entry Level,Work detail,0.5,0.6,0.1,0.7,0.7,0.2,Other,"Hybrid, Office","Retail, Finance",Frontend Developer,2,4,2,5,2,Student,Frontend Developer
6005f72b-2bd2-4d03-bef9-d43cac6d087c,2025-05-04 06:18:52.893955,31,Other,Chennai,Tamil,63.16,85.31,Science,BSc Physics,7.48,MTech,9.74,BA,0.59,"Python, JavaScript",0.8,"Creativity, Adaptability",5.2,auto,15,4,10,Course list,7,2,Project description,101,"Freelance, Full-time",Senior Level,Work detail,0.0,0.2,0.8,0.6,0.6,0.9,Creative,"Office, Remote","Retail, Healthcare",Data Analyst,2,2,4,5,3,Working Professional,Data Analyst
6efb3305-d0ac-4d3e-b2b1-cede015f4c78,2025-08-25 06:18:52.894029,37,Female,Kolkata,"Bengali, Kannada, Marathi",75.23,55.6,Science,BCom,7.39,MBA,9.01,MA,0.63,"AWS, Docker",1.0,"Creativity, Adaptability",5.8,auto,25,2,86,Course list,12,3,Project description,177,Part-time,Senior Level,Work detail,0.3,0.8,0.6,0.7,0.3,0.4,Business,Office,"Healthcare, Finance",Designer,4,1,3,2,3,Working Professional,Designer
3ad3b2d6-831e-4a76-b725-c04785cf7365,2025-11-01 06:18:52.894117,48,Male,Hyderabad,"Punjabi, Kannada, Hindi, Telugu",90.8,87.66,Arts,BSc Math,9.47,MBA,6.73,ME,0.88,"React, Node.js",0.5,"Leadership, Problem Solving",5.6,auto,6,1,150,Course list,7,5,Project description,202,Full-time,Senior Level,Work detail,0.0,0.7,0.0,0.0,0.6,0.8,Technical,Hybrid,"Retail, Technology",AI Engineer,3,1,2,3,5,Working Professional,AI Engineer
d4bbb307-1e6c-458c-b319-069d14dcb3f7,2025-07-06 06:18:52.894213,41,Female,Mumbai,"Punjabi, Malayalam, Kannada, Gujarati",84.0,62.55,Commerce,BCA,6.61,MSc,8.29,MTech,0.54,"AWS, Docker",0.7,"Leadership, Problem Solving",9.0,auto,24,4,142,Course list,4,2,Project description,230,"Full-time, Part-time",Senior Level,Work detail,0.6,1.0,0.2,0.2,1.0,0.7,Creative,"Office, Flexible","Manufacturing, E-commerce, Consulting, Retail",Data Analyst,2,4,4,5,2,Working Professional,Data Analyst
3bdaea13-8816-4885-b8dc-4f2f668f332e,2025-03-28 06:18:52.894288,25,Male,Bengaluru,"English, Tamil",55.1,78.31,Science,BCA,7.23,MSc,8.37,BCom,0.44,"SQL, MongoDB",0.3,"Leadership, Problem Solving",7.2,auto,3,1,69,Course list,9,3,Project description,3,"Full-time, Part-time",Entry Level,Work detail,0.9,0.4,0.8,0.6,0.4,0.9,Creative,"Flexible, Remote","Retail, Technology, Manufacturing",Designer,3,2,4,1,3,Student,Designer
71037097-5556-47a5-9bb6-c0360b96a832,2024-12-30 06:18:52.894357,31,Male,Bengaluru,"Kannada, Punjabi, English",67.56,83.41,Arts,BTech Mechanical,8.27,MTech,8.35,MSc,0.75,"TensorFlow, PyTorch",0.7,"Leadership, Problem Solving",8.4,auto,20,3,291,Course list,3,4,Project description,31,"Part-time, Full-time",Mid Level,Work detail,0.4,0.2,0.3,0.1,0.8,0.6,Business,Office,"E-commerce, Retail, Technology, Consulting",Designer,1,3,5,2,5,Working Professional,Designer
ec2796d9-9132-4c63-b8b8-91e4a0a0390f,2025-07-10 06:18:52.894429,22,Other,Kolkata,"Bengali, Hindi, Marathi, Punjabi",83.69,67.74,Science,BSc Physics,7.39,MSc,6.94,BA,0.88,"Python, JavaScript",0.4,"Leadership, Problem Solving",5.4,auto,28,5,306,Course list,8,1,Project description,14,Internship,Entry Level,Work detail,0.8,0.2,0.2,0.7,0.7,0.7,Technical,Hybrid,"Retail, E-commerce",Software Engineer,1,1,1,5,1,Student,Software Engineer
a12abf23-f5df-4b72-a3d0-7b29c77b8ae2,2025-02-08 06:18:52.894530,46,Other,Kochi,Gujarati,76.42,85.8,Science,BCA,7.74,None,0.0,MTech,0.64,"SQL, MongoDB",0.8,"Creativity, Adaptability",5.4,auto,13,3,166,Course list,2,3,Project description,36,"Full-time, Part-time",Mid Level,Work detail,0.6,0.7,0.2,0.6,0.4,0.3,Other,Office,"Manufacturing, Healthcare, Finance, Technology",Software Engineer,4,2,5,1,4,Working Professional,Software Engineer
562fb14c-8dc5-4d9b-9b0e-dc3772703b25,2025-06-04 06:18:52.894608,47,Female,Mumbai,"Punjabi, Gujarati, Telugu, Tamil",67.29,87.55,Commerce,BCom,7.01,MTech,7.83,MA,0.86,"Python, JavaScript",1.0,"Communication, Teamwork",9.7,auto,22,3,153,Course list,0,3,Project description,159,Freelance,Senior Level,Work detail,0.3,0.4,0.5,0.9,0.9,0.3,Business,"Hybrid, Flexible","Consulting, Finance, Manufacturing, E-commerce",Project Manager,1,5,2,4,1,Working Professional,Project Manager
99551831-1b07-464f-9504-2c3b0ae33703,2025-09-01 06:18:52.894680,35,Female,Guwahati,"Malayalam, Kannada, Gujarati",64.88,56.35,Commerce,BA English,7.83,MTech,7.58,MBA,0.94,"Python, JavaScript",0.4,"Leadership, Problem Solving",8.3,auto,23,2,175,Course list,5,4,Project description,23,Full-time,Entry Level,Work detail,0.3,0.3,0.2,0.2,0.1,0.6,Business,"Hybrid, Flexible",Retail,Frontend Developer,5,2,1,1,5,Working Professional,Frontend Developer
d02d6511-8246-4d39-b20c-62203be64c11,2025-01-03 06:18:52.894748,46,Female,Hyderabad,Bengali,83.27,71.89,Arts,BA English,7.61,None,0.0,MCA,0.94,"TensorFlow, PyTorch",0.6,"Creativity, Adaptability",9.9,auto,8,5,420,Course list,5,4,Project description,114,Full-time,Senior Level,Work detail,0.5,0.1,0.8,0.2,0.2,0.6,Business,"Office, Remote","Finance, Technology",Data Analyst,3,2,1,4,4,Working Professional,Data Analyst
d1037eaf-d02f-40e1-baa1-5416c479fd2f,2025-09-30 06:18:52.894833,22,Female,Patna,"Marathi, Kannada, Gujarati",83.59,73.96,Commerce,BSc Physics,8.11,MTech,8.55,Diploma,0.72,"SQL, MongoDB",0.4,"Leadership, Problem Solving",9.1,auto,28,5,237,Course list,5,4,Project description,2,"Freelance, Internship",Entry Level,Work detail,0.9,0.6,0.4,0.4,0.3,0.6,Creative,"Office, Remote","Finance, Technology, Retail, E-commerce",Software Engineer,3,2,2,4,2,Student,Software Engineer
970936ff-09a1-416a-bbf9-9dfd30e809ba,2025-10-12 06:18:52.894919,33,Other,Hyderabad,Malayalam,94.83,81.84,Science,BBA,9.44,MCA,7.65,BA,0.53,"AWS, Docker",0.6,"Leadership, Problem Solving",9.6,auto,10,4,24,Course list,12,5,Project description,100,"Part-time, Internship",Senior Level,Work detail,0.7,0.6,0.3,0.8,0.5,0.5,Creative,"Office, Remote","Technology, Consulting, Healthcare, Finance",Data Analyst,1,4,2,4,1,Working Professional,Data Analyst
d5c56492-b756-4fc0-bb65-a90245f2f6f3,2025-10-12 06:18:52.895009,19,Female,Guwahati,"Malayalam, English",60.75,65.6,Arts,BCom,7.22,None,0.0,BCA,0.97,"AWS, Docker",0.6,"Communication, Teamwork",8.4,auto,0,5,390,Course list,4,1,Project description,2,"Part-time, Full-time",Entry Level,Work detail,0.2,0.6,0.8,0.5,0.1,0.8,Technical,Remote,"Healthcare, Consulting, Retail",Frontend Developer,3,1,2,5,2,Student,Frontend Developer
cdc515bf-0cfe-42e4-99e2-eee62e21ef8e,2025-07-11 06:18:52.895077,37,Female,Chennai,Punjabi,59.73,79.88,Science,BCom,6.57,MCA,6.83,BCom,0.73,"React, Node.js",0.9,"Creativity, Adaptability",8.7,auto,1,4,362,Course list,8,3,Project description,96,Part-time,Senior Level,Work detail,0.2,0.3,0.8,0.9,0.7,0.7,Creative,"Remote, Office","Healthcare, Technology, Manufacturing",Designer,2,5,1,1,5,Working Professional,Designer
742cda4a-7d3c-4a3e-b444-c27e7e700728,2025-04-06 06:18:52.895167,46,Other,Chennai,"Punjabi, English, Telugu",63.23,70.92,Science,BCA,8.0,None,0.0,ME,0.99,"AWS, Docker",0.7,"Creativity, Adaptability",6.4,auto,12,2,312,Course list,5,3,Project description,92,"Part-time, Internship",Senior Level,Work detail,0.9,0.7,0.4,0.5,0.8,0.5,Technical,Remote,"Finance, Technology",Backend Developer,1,3,1,4,4,Working Professional,Backend Developer
9add8fbd-f626-4d3a-aacf-acbcccdfea50,2025-06-28 06:18:52.895276,29,Other,Kolkata,"Punjabi, Malayalam",90.04,61.95,Science,BSc Physics,6.9,MSc,7.95,MTech,0.84,"TensorFlow, PyTorch",0.8,"Creativity, Adaptability",9.9,auto,7,2,439,Course list,0,2,Project description,57,Internship,Mid Level,Work detail,0.3,0.1,0.9,0.5,0.0,0.6,Creative,"Office, Flexible",E-commerce,Project Manager,4,1,5,5,1,Working Professional,Project Manager
42e37b41-fb66-4b58-b774-fe2dd9148dc1,2025-01-04 06:18:52.895373,29,Other,Lucknow,"Marathi, Hindi",73.36,66.35,Science,BA English,7.4,None,0.0,BE,0.97,"SQL, MongoDB",0.3,"Leadership, Problem Solving",5.6,auto,29,2,291,Course list,0,5,Project description,64,Freelance,Mid Level,Work detail,0.6,0.6,0.9,0.6,0.2,0.6,Business,"Flexible, Remote","Consulting, Manufacturing, Finance",Designer,1,3,4,2,1,Working Professional,Designer
9f9f7fc5-2de0-4bdf-8fee-e53c95bd1ed8,2025-07-18 06:18:52.895441,40,Male,Ahmedabad,Kannada,62.71,83.57,Commerce,BBA,6.7,MCA,8.51,Diploma,0.72,"Python, JavaScript",0.3,"Leadership, Problem Solving",8.9,auto,21,3,258,Course list,9,2,Project description,128,"Full-time, Internship",Senior Level,Work detail,0.2,0.6,0.9,0.4,0.2,1.0,Technical,"Hybrid, Remote","Manufacturing, Consulting, Finance, Technology",Frontend Developer,4,1,1,2,1,Working Professional,Frontend Developer
4031709d-0b53-4b83-af13-da89764d550b,2025-09-25 06:18:52.895518,22,Female,Indore,"Telugu, Gujarati, Malayalam",62.47,82.29,Commerce,BTech Mechanical,7.13,MSc,6.46,BE,0.83,"AWS, Docker",0.5,"Communication, Teamwork",5.3,auto,20,4,99,Course list,1,1,Project description,16,Full-time,Entry Level,Work detail,0.9,0.8,1.0,0.8,0.5,1.0,Technical,"Office, Hybrid","Retail, Manufacturing",Project Manager,2,4,2,1,5,Student,Project Manager
c4d8ccba-8c2e-4f88-a9e4-a3a61b016504,2025-07-21 06:18:52.895614,50,Other,Lucknow,"Malayalam, Hindi, Tamil",94.77,68.86,Arts,BA English,6.53,MTech,6.43,BCom,0.5,"TensorFlow, PyTorch",0.7,"Leadership, Problem Solving",7.5,auto,15,2,154,Course list,4,3,Project description,280,Internship,Senior Level,Work detail,0.8,0.3,0.5,0.5,0.4,0.1,Creative,Flexible,Finance,Frontend Developer,1,3,3,3,3,Working Professional,Frontend Developer
4eda0355-10e4-4efc-90f2-72e3c59ab765,2025-02-07 06:18:52.895696,39,Female,Delhi,Tamil,74.47,61.59,Science,BA English,7.25,MCA,7.69,BE,0.84,"React, Node.js",0.9,"Creativity, Adaptability",9.3,auto,28,1,324,Course list,11,3,Project description,175,"Freelance, Part-time",Senior Level,Work detail,0.5,0.9,0.9,0.9,0.9,0.0,Creative,Office,"Technology, Retail, Finance",Designer,5,1,5,3,2,Working Professional,Designer
7cccb40c-6d0a-4205-9dc0-6e93c8cd88a1,2025-10-07 06:18:52.895789,43,Male,Hyderabad,"Tamil, Malayalam, Gujarati",81.03,74.76,Science,BA English,6.74,MCA,7.94,MCom,0.42,"Python, JavaScript",0.7,"Communication, Teamwork",6.6,auto,16,2,32,Course list,2,1,Project description,87,Full-time,Senior Level,Work detail,0.9,0.7,0.5,0.7,0.2,0.4,Creative,"Office, Flexible","E-commerce, Technology, Retail",Frontend Developer,1,3,4,2,3,Working Professional,Frontend Developer
87a52e4c-27dc-454c-9c67-93b6bb0dc8ed,2025-07-02 06:18:52.895874,22,Female,Indore,"Hindi, Punjabi, Tamil",62.52,74.48,Science,BCA,9.08,MCA,6.97,BSc,0.78,"React, Node.js",0.9,"Leadership, Problem Solving",7.5,auto,26,2,466,Course list,3,4,Project description,21,Full-time,Entry Level,Work detail,0.1,1.0,0.2,0.6,0.6,0.3,Other,Flexible,Finance,Backend Developer,3,4,2,4,5,Student,Backend Developer
d4e2dce8-1ad4-4347-b7f3-0e5eb75aeeb5,2025-10-16 06:18:52.895988,47,Male,Ahmedabad,"Malayalam, Punjabi, Hindi, Bengali",81.67,94.13,Commerce,BBA,8.8,MBA,6.42,BCA,0.83,"AWS, Docker",0.5,"Creativity, Adaptability",7.7,auto,26,3,401,Course list,7,1,Project description,50,"Part-time, Freelance",Mid Level,Work detail,0.8,0.3,0.4,1.0,1.0,0.2,Business,Flexible,Healthcare,Frontend Developer,2,4,4,5,1,Working Professional,Frontend Developer
004316aa-2d33-4421-800b-c6edf17a2644,2025-01-10 06:18:52.896079,24,Other,Indore,"Gujarati, Punjabi",56.89,56.77,Arts,BSc Math,7.95,None,0.0,MBA,0.81,"AWS, Docker",1.0,"Leadership, Problem Solving",9.8,auto,21,5,7,Course list,2,3,Project description,14,Internship,Entry Level,Work detail,0.4,0.7,0.3,0.7,0.9,0.6,Business,Remote,"Finance, Healthcare",Project Manager,2,2,3,2,5,Student,Project Manager
f9a6b317-6abc-4582-a2eb-0252dad56a47,2024-12-27 06:18:52.896148,43,Other,Bengaluru,"Gujarati, Punjabi, English",77.47,83.25,Arts,BBA,8.79,MBA,6.85,BE,0.46,"TensorFlow, PyTorch",1.0,"Leadership, Problem Solving",9.5,auto,17,3,385,Course list,2,2,Project description,125,"Full-time, Internship",Senior Level,Work detail,0.8,0.2,0.9,0.5,0.7,0.8,Technical,Hybrid,"Technology, E-commerce",Project Manager,3,1,2,4,5,Working Professional,Project Manager
18b37544-1ce9-46f6-a0cd-3d0a7c6ae6a1,2025-09-20 06:18:52.896237,36,Male,Delhi,"Kannada, English, Telugu, Marathi",65.77,94.82,Commerce,BSc Physics,8.23,MTech,7.86,BA,0.79,"TensorFlow, PyTorch",0.4,"Communication, Teamwork",7.9,auto,12,5,308,Course list,6,5,Project description,163,Freelance,Senior Level,Work detail,0.2,0.1,0.5,0.7,0.5,0.1,Creative,"Flexible, Office","Consulting, Technology, Healthcare",Designer,3,3,4,5,3,Working Professional,Designer
2d33713a-73ce-45fb-9d13-fbe6aac587b0,2025-06-25 06:18:52.896345,46,Other,Ahmedabad,"Punjabi, Malayalam, Marathi, Hindi",73.99,63.75,Science,BSc Physics,9.25,None,0.0,BCA,0.81,"React, Node.js",0.6,"Communication, Teamwork",5.2,auto,16,4,194,Course list,8,1,Project description,171,"Part-time, Freelance",Senior Level,Work detail,0.5,0.8,0.0,0.2,0.8,0.5,Creative,Flexible,Consulting,Backend Developer,4,3,1,5,4,Working Professional,Backend Developer
c1228988-df09-4d75-9b35-9719beb65e2a,2025-03-01 06:18:52.896420,24,Other,Nagpur,"Tamil, Telugu",87.16,55.17,Arts,BTech Mechanical,9.58,MTech,9.02,MSc,0.43,"Python, JavaScript",0.8,"Leadership, Problem Solving",8.5,auto,1,5,78,Course list,7,4,Project description,1,"Part-time, Freelance",Entry Level,Work detail,0.8,0.8,0.7,0.5,0.5,0.5,Technical,"Office, Hybrid",Manufacturing,Project Manager,3,5,5,1,1,Student,Project Manager
9ee3e8a3-bdb7-4bd3-82ec-9b4f6321e07f,2025-08-20 06:18:52.896500,47,Other,Chennai,"Telugu, Punjabi",75.41,75.06,Commerce,BA English,8.68,MCA,8.02,ME,0.77,"Python, JavaScript",0.9,"Creativity, Adaptability",9.6,auto,0,2,112,Course list,5,2,Project description,138,"Freelance, Part-time",Senior Level,Work detail,0.2,0.4,0.5,0.9,0.1,0.8,Creative,Flexible,"Healthcare, Finance, Manufacturing, Retail",Project Manager,3,2,4,1,1,Working Professional,Project Manager
05b3b09e-01f5-417a-be48-462aa4c96cb4,2024-12-25 06:18:52.896584,48,Other,Kochi,Gujarati,69.61,64.95,Science,BCA,7.44,MCA,8.87,BA,0.45,"React, Node.js",0.7,"Leadership, Problem Solving",5.6,auto,9,1,147,Course list,4,2,Project description,260,Internship,Senior Level,Work detail,0.6,0.4,0.5,0.4,0.3,0.1,Creative,"Hybrid, Remote","Technology, Retail, Finance",AI Engineer,2,1,2,3,4,Working Professional,AI Engineer
0b40e901-eed5-4561-af15-4c370e6bb013,2025-09-14 06:18:52.896677,43,Female,Delhi,"Hindi, Tamil, Kannada, Gujarati",58.46,88.05,Science,BSc Math,8.72,None,0.0,MTech,0.88,"AWS, Docker",0.7,"Leadership, Problem Solving",5.7,auto,23,4,286,Course list,0,2,Project description,252,"Part-time, Freelance",Senior Level,Work detail,0.7,0.2,0.1,0.2,0.8,0.1,Business,"Flexible, Remote","E-commerce, Technology",Project Manager,3,1,4,3,4,Working Professional,Project Manager
db8151c3-f6b3-4a21-be51-8949c3538e3d,2025-08-13 06:18:52.896743,31,Other,Patna,"Tamil, Bengali, Marathi",89.51,63.88,Arts,BSc Physics,8.85,MBA,7.04,MCom,0.74,"SQL, MongoDB",0.9,"Communication, Teamwork",9.9,auto,0,5,151,Course list,7,5,Project description,61,Part-time,Mid Level,Work detail,0.0,0.6,0.7,0.4,0.9,0.9,Other,Hybrid,E-commerce,AI Engineer,1,3,5,3,2,Working Professional,AI Engineer
b1e4875a-0981-491f-90f2-12103b5bd54f,2024-12-16 06:18:52.896834,38,Other,Chennai,Gujarati,69.75,62.05,Science,BA English,9.19,None,0.0,MCom,0.96,"TensorFlow, PyTorch",0.6,"Communication, Teamwork",5.6,auto,24,2,132,Course list,7,5,Project description,202,Full-time,Senior Level,Work detail,0.5,0.3,0.8,0.4,0.8,0.3,Creative,"Hybrid, Office",Healthcare,Data Analyst,4,2,1,4,4,Working Professional,Data Analyst
9c8c1401-872b-4bec-9a5b-cd946c770cea,2025-07-01 06:18:52.896900,34,Other,Kochi,"Punjabi, Malayalam, Kannada",63.88,78.53,Science,BBA,9.0,MSc,6.99,BCA,0.86,"TensorFlow, PyTorch",0.3,"Creativity, Adaptability",6.6,auto,19,1,202,Course list,12,3,Project description,29,"Freelance, Internship",Mid Level,Work detail,0.5,0.3,0.9,0.6,1.0,0.6,Creative,Remote,"Healthcare, Retail, Consulting, Manufacturing",Data Analyst,2,1,3,5,5,Working Professional,Data Analyst
a2db5317-7a48-4cbb-a255-7d3530184fe3,2025-04-11 06:18:52.897000,38,Female,Jaipur,"English, Hindi",64.54,66.93,Arts,BTech Mechanical,7.38,None,0.0,MBA,0.83,"SQL, MongoDB",0.9,"Creativity, Adaptability",5.2,auto,11,5,48,Course list,0,5,Project description,144,"Freelance, Full-time",Senior Level,Work detail,0.4,0.5,0.9,0.9,0.1,0.5,Creative,Hybrid,Retail,Frontend Developer,3,2,4,5,1,Working Professional,Frontend Developer
ba038bfb-f26c-4b89-94c7-d4a93a599cfb,2025-01-26 06:18:52.897165,30,Other,Kolkata,"Hindi, Tamil",76.0,76.94,Commerce,BSc Math,7.4,MBA,7.87,Diploma,0.53,"TensorFlow, PyTorch",0.9,"Leadership, Problem Solving",8.5,auto,10,3,18,Course list,11,5,Project description,87,Internship,Senior Level,Work detail,0.7,0.7,0.5,0.2,0.1,0.0,Other,"Hybrid, Flexible","Consulting, Manufacturing, Finance, Healthcare",Data Analyst,4,1,1,3,3,Working Professional,Data Analyst
